Sentence #,Word,POS,Tag
11,"""",PUNCT,O
11,fixed,VERB,B-sys
11,-,PUNCT,I-sys
11,program,NOUN,I-sys
11,computers,NOUN,I-sys
11,"""",PUNCT,O
11,.,PUNCT,O
12,The,DET,O
12,"""",PUNCT,O
12,central,ADJ,B-hwp
12,processing,NOUN,I-hwp
12,unit,NOUN,I-hwp
12,"""",PUNCT,O
12,term,NOUN,O
12,has,AUX,O
12,been,AUX,O
12,in,ADP,O
12,use,NOUN,O
12,since,SCONJ,O
12,as,ADV,O
12,early,ADV,O
12,as,ADP,O
12,1955,NUM,O
12,.,PUNCT,O
13,Since,SCONJ,O
13,the,DET,O
13,term,NOUN,O
13,"""",PUNCT,O
13,CPU,NOUN,B-hwp
13,"""",PUNCT,O
13,is,AUX,O
13,generally,ADV,O
13,defined,VERB,O
13,as,ADP,O
13,a,DET,O
13,device,NOUN,O
13,for,ADP,O
13,software,NOUN,B-func
13,execution,NOUN,I-func
13,",",PUNCT,O
13,the,DET,O
13,earliest,ADJ,O
13,devices,NOUN,O
13,that,PRON,O
13,could,AUX,O
13,rightly,ADV,O
13,be,AUX,O
13,called,VERB,O
13,CPUs,NOUN,B-hwp
13,came,VERB,O
13,with,ADP,O
13,the,DET,O
13,advent,NOUN,O
13,of,ADP,O
13,the,DET,O
13,stored,VERB,B-sys
13,-,PUNCT,I-sys
13,program,NOUN,I-sys
13,computer,NOUN,I-sys
13,.,PUNCT,O
14,The,DET,O
14,idea,NOUN,O
14,of,ADP,O
14,a,DET,O
14,stored,VERB,B-sys
14,-,PUNCT,I-sys
14,program,NOUN,I-sys
14,computer,NOUN,I-sys
14,had,AUX,O
14,been,AUX,O
14,already,ADV,O
14,present,ADJ,O
14,in,ADP,O
14,the,DET,O
14,design,NOUN,O
14,of,ADP,O
14,J.,PROPN,O
14,Presper,PROPN,O
14,Eckert,PROPN,O
14,and,CCONJ,O
14,John,PROPN,O
14,William,PROPN,O
14,Mauchly,PROPN,O
14,'s,PART,O
14,ENIAC,PROPN,B-sys
14,",",PUNCT,O
14,but,CCONJ,O
14,was,AUX,O
14,initially,ADV,O
14,omitted,VERB,O
14,so,SCONJ,O
14,that,SCONJ,O
14,it,PRON,O
14,could,AUX,O
14,be,AUX,O
14,finished,VERB,O
14,sooner,ADV,O
14,.,PUNCT,O
15,On,ADP,O
15,June,PROPN,O
15,30,NUM,O
15,",",PUNCT,O
15,1945,NUM,O
15,",",PUNCT,O
15,before,SCONJ,O
15,ENIAC,NOUN,B-sys
15,was,AUX,O
15,made,VERB,O
15,",",PUNCT,O
15,mathematician,ADJ,O
15,John,PROPN,O
15,von,PROPN,O
15,Neumann,PROPN,O
15,distributed,VERB,O
15,the,DET,O
15,paper,NOUN,O
15,entitled,VERB,O
15,First,PROPN,O
15,Draft,PROPN,O
15,of,ADP,O
15,a,DET,O
15,Report,PROPN,O
15,on,ADP,O
15,the,DET,O
15,EDVAC,PROPN,B-sys
15,.,PUNCT,O
16,It,PRON,O
16,was,AUX,O
16,the,DET,O
16,outline,NOUN,O
16,of,ADP,O
16,a,DET,O
16,stored,VERB,B-sys
16,-,PUNCT,I-sys
16,program,NOUN,I-sys
16,computer,NOUN,I-sys
16,that,PRON,O
16,would,AUX,O
16,eventually,ADV,O
16,be,AUX,O
16,completed,VERB,O
16,in,ADP,O
16,August,PROPN,O
16,1949,NUM,O
16,.,PUNCT,O
17,EDVAC,PROPN,B-sys
17,was,AUX,O
17,designed,VERB,O
17,to,PART,O
17,perform,VERB,O
17,a,DET,O
17,certain,ADJ,O
17,number,NOUN,O
17,of,ADP,O
17,instructions,NOUN,B-sw
17,(,PUNCT,O
17,or,CCONJ,O
17,operations,NOUN,O
17,),PUNCT,O
17,of,ADP,O
17,various,ADJ,O
17,types,NOUN,O
17,.,PUNCT,O
18,Significantly,ADV,O
18,",",PUNCT,O
18,the,DET,O
18,programs,NOUN,B-sw
18,for,ADP,O
18,EDVAC,PROPN,B-sys
18,were,AUX,O
18,to,PART,O
18,be,AUX,O
18,stored,VERB,O
18,in,ADP,O
18,high,ADJ,B-hwp
18,-,PUNCT,I-hwp
18,speed,NOUN,I-hwp
18,computer,NOUN,I-hwp
18,memory,NOUN,I-hwp
18,rather,ADV,O
18,than,ADP,O
18,specified,VERB,O
18,by,ADP,O
18,the,DET,O
18,physical,ADJ,O
18,wiring,NOUN,O
18,of,ADP,O
18,the,DET,O
18,computer,NOUN,B-sys
18,.,PUNCT,O
19,This,PRON,O
19,overcame,VERB,O
19,a,DET,O
19,severe,ADJ,O
19,limitation,NOUN,O
19,of,ADP,O
19,ENIAC,PROPN,B-sys
19,",",PUNCT,O
19,which,PRON,O
19,was,AUX,O
19,the,DET,O
19,considerable,ADJ,O
19,time,NOUN,B-qt
19,and,CCONJ,O
19,effort,NOUN,O
19,required,VERB,O
19,to,PART,O
19,reconfigure,VERB,O
19,the,DET,O
19,computer,NOUN,B-sys
19,to,PART,O
19,perform,VERB,O
19,a,DET,O
19,new,ADJ,O
19,task,NOUN,O
19,.,PUNCT,O
20,With,ADP,O
20,von,PROPN,O
20,Neumann,PROPN,O
20,'s,PART,O
20,design,NOUN,O
20,",",PUNCT,O
20,the,DET,O
20,program,NOUN,B-sw
20,that,PRON,O
20,EDVAC,PROPN,B-sys
20,ran,VERB,O
20,could,AUX,O
20,be,AUX,O
20,changed,VERB,O
20,simply,ADV,O
20,by,ADP,O
20,changing,VERB,O
20,the,DET,O
20,contents,NOUN,O
20,of,ADP,O
20,the,DET,O
20,memory,NOUN,B-hwp
20,.,PUNCT,O
21,EDVAC,PROPN,B-sys
21,",",PUNCT,O
21,however,ADV,O
21,",",PUNCT,O
21,was,AUX,O
21,not,PART,O
21,the,DET,O
21,first,ADJ,O
21,stored,VERB,B-sys
21,-,PUNCT,I-sys
21,program,NOUN,I-sys
21,computer,NOUN,I-sys
21,;,PUNCT,O
21,the,DET,O
21,Manchester,PROPN,B-sys
21,Baby,PROPN,I-sys
21,",",PUNCT,O
21,a,DET,O
21,small,ADJ,O
21,-,PUNCT,O
21,scale,NOUN,O
21,experimental,ADJ,O
21,stored,VERB,B-sys
21,-,PUNCT,I-sys
21,program,NOUN,I-sys
21,computer,NOUN,I-sys
21,",",PUNCT,O
21,ran,VERB,O
21,its,PRON,O
21,first,ADJ,O
21,program,NOUN,B-sw
21,on,ADP,O
21,21,NUM,O
21,June,PROPN,O
21,1948,NUM,O
21,and,CCONJ,O
21,the,DET,O
21,Manchester,PROPN,B-sys
21,Mark,PROPN,I-sys
21,1,NUM,I-sys
21,ran,VERB,O
21,its,PRON,O
21,first,ADJ,O
21,program,NOUN,B-sw
21,during,ADP,O
21,the,DET,O
21,night,NOUN,O
21,of,ADP,O
21,16–17,NUM,O
21,June,PROPN,O
21,1949.,ADJ,O
21,Early,ADP,O
21,CPUs,NOUN,B-hwp
21,were,AUX,O
21,custom,NOUN,O
21,designs,NOUN,O
21,used,VERB,O
21,as,ADP,O
21,part,NOUN,O
21,of,ADP,O
21,a,DET,O
21,larger,ADJ,O
21,and,CCONJ,O
21,sometimes,ADV,O
21,distinctive,ADJ,O
21,computer,NOUN,B-sys
21,.,PUNCT,O
22,However,ADV,O
22,",",PUNCT,O
22,this,DET,O
22,method,NOUN,O
22,of,ADP,O
22,designing,VERB,O
22,custom,NOUN,O
22,CPUs,NOUN,B-hwp
22,for,ADP,O
22,a,DET,O
22,particular,ADJ,O
22,application,NOUN,O
22,has,AUX,O
22,largely,ADV,O
22,given,VERB,O
22,way,NOUN,O
22,to,ADP,O
22,the,DET,O
22,development,NOUN,O
22,of,ADP,O
22,multi,ADJ,B-hwp
22,-,ADJ,I-hwp
22,purpose,ADJ,I-hwp
22,processors,NOUN,I-hwp
22,produced,VERB,O
22,in,ADP,O
22,large,ADJ,O
22,quantities,NOUN,O
22,.,PUNCT,O
23,This,DET,O
23,standardization,NOUN,O
23,began,VERB,O
23,in,ADP,O
23,the,DET,O
23,era,NOUN,O
23,of,ADP,O
23,discrete,ADJ,O
23,transistor,NOUN,O
23,mainframes,NOUN,B-sys
23,and,CCONJ,O
23,minicomputers,NOUN,B-sys
23,and,CCONJ,O
23,has,AUX,O
23,rapidly,ADV,O
23,accelerated,VERB,O
23,with,ADP,O
23,the,DET,O
23,popularization,NOUN,O
23,of,ADP,O
23,the,DET,O
23,integrated,VERB,O
23,circuit,NOUN,O
23,(,PUNCT,O
23,IC,PROPN,O
23,),PUNCT,O
23,.,PUNCT,O
24,The,DET,O
24,IC,PROPN,O
24,has,AUX,O
24,allowed,VERB,O
24,increasingly,ADV,O
24,complex,ADJ,O
24,CPUs,NOUN,B-hwp
24,to,PART,O
24,be,AUX,O
24,designed,VERB,O
24,and,CCONJ,O
24,manufactured,VERB,O
24,to,ADP,O
24,tolerances,NOUN,O
24,on,ADP,O
24,the,DET,O
24,order,NOUN,O
24,of,ADP,O
24,nanometers,NOUN,B-unit
24,.,PUNCT,O
25,Both,CCONJ,O
25,the,DET,O
25,miniaturization,NOUN,O
25,and,CCONJ,O
25,standardization,NOUN,O
25,of,ADP,O
25,CPUs,NOUN,B-hwp
25,have,AUX,O
25,increased,VERB,O
25,the,DET,O
25,presence,NOUN,O
25,of,ADP,O
25,digital,ADJ,B-sys
25,devices,NOUN,I-sys
25,in,ADP,O
25,modern,ADJ,O
25,life,NOUN,O
25,far,ADV,O
25,beyond,ADP,O
25,the,DET,O
25,limited,ADJ,O
25,application,NOUN,O
25,of,ADP,O
25,dedicated,ADJ,O
25,computing,NOUN,B-sys
25,machines,NOUN,I-sys
25,.,PUNCT,O
26,Modern,ADJ,O
26,microprocessors,NOUN,B-hwp
26,appear,VERB,O
26,in,ADP,O
26,electronic,ADJ,B-sys
26,devices,NOUN,I-sys
26,ranging,VERB,O
26,from,ADP,O
26,automobiles,NOUN,B-sys
26,to,ADP,O
26,cellphones,NOUN,B-sys
26,",",PUNCT,O
26,and,CCONJ,O
26,sometimes,ADV,O
26,even,ADV,O
26,in,ADP,O
26,toys,NOUN,B-sys
26,.,PUNCT,O
26,While,SCONJ,O
26,von,PROPN,O
26,Neumann,PROPN,O
26,is,AUX,O
26,most,ADV,O
26,often,ADV,O
26,credited,VERB,O
26,with,ADP,O
26,the,DET,O
26,design,NOUN,O
26,of,ADP,O
26,the,DET,O
26,stored,VERB,B-sys
26,-,PUNCT,I-sys
26,program,NOUN,I-sys
26,computer,NOUN,I-sys
26,because,SCONJ,O
26,of,ADP,O
26,his,PRON,O
26,design,NOUN,O
26,of,ADP,O
26,EDVAC,PROPN,B-sys
26,",",PUNCT,O
26,and,CCONJ,O
26,the,DET,O
26,design,NOUN,O
26,became,VERB,O
26,known,VERB,O
26,as,ADP,O
26,the,DET,O
26,von,PROPN,O
26,Neumann,PROPN,O
26,architecture,NOUN,O
26,",",PUNCT,O
26,others,NOUN,O
26,before,ADP,O
26,him,PRON,O
26,",",PUNCT,O
26,such,ADJ,O
26,as,ADP,O
26,Konrad,PROPN,O
26,Zuse,PROPN,O
26,",",PUNCT,O
26,had,AUX,O
26,suggested,VERB,O
26,and,CCONJ,O
26,implemented,VERB,O
26,similar,ADJ,O
26,ideas,NOUN,O
26,.,PUNCT,O
27,The,DET,O
27,so,ADV,O
27,-,PUNCT,O
27,called,VERB,O
27,Harvard,PROPN,O
27,architecture,NOUN,O
27,of,ADP,O
27,the,DET,O
27,Harvard,PROPN,B-sys
27,Mark,PROPN,I-sys
27,I,PROPN,I-sys
27,",",PUNCT,O
27,which,PRON,O
27,was,AUX,O
27,completed,VERB,O
27,before,ADP,O
27,EDVAC,PROPN,B-sys
27,",",PUNCT,O
27,also,ADV,O
27,used,VERB,O
27,a,DET,O
27,stored,VERB,O
27,-,PUNCT,O
27,program,NOUN,O
27,design,NOUN,O
27,using,VERB,O
27,punched,ADJ,O
27,paper,NOUN,O
27,tape,NOUN,O
27,rather,ADV,O
27,than,ADP,O
27,electronic,ADJ,B-hwp
27,memory,NOUN,I-hwp
27,.,PUNCT,O
28,The,DET,O
28,key,ADJ,O
28,difference,NOUN,O
28,between,ADP,O
28,the,DET,O
28,von,PROPN,O
28,Neumann,PROPN,O
28,and,CCONJ,O
28,Harvard,PROPN,O
28,architectures,NOUN,O
28,is,AUX,O
28,that,SCONJ,O
28,the,DET,O
28,latter,ADJ,O
28,separates,VERB,O
28,the,DET,O
28,storage,NOUN,O
28,and,CCONJ,O
28,treatment,NOUN,O
28,of,ADP,O
28,CPU,NOUN,B-sw
28,instructions,NOUN,I-sw
28,and,CCONJ,O
28,data,NOUN,B-qt
28,",",PUNCT,O
28,while,SCONJ,O
28,the,DET,O
28,former,ADJ,O
28,uses,VERB,O
28,the,DET,O
28,same,ADJ,O
28,memory,NOUN,O
28,space,NOUN,O
28,for,ADP,O
28,both,PRON,O
28,.,PUNCT,O
29,Most,ADJ,O
29,modern,ADJ,O
29,CPUs,NOUN,B-hwp
29,are,AUX,O
29,primarily,ADV,O
29,von,PROPN,O
29,Neumann,PROPN,O
29,in,ADP,O
29,design,NOUN,O
29,",",PUNCT,O
29,but,CCONJ,O
29,CPUs,NOUN,B-hwp
29,with,ADP,O
29,the,DET,O
29,Harvard,PROPN,O
29,architecture,NOUN,O
29,are,AUX,O
29,seen,VERB,O
29,as,ADV,O
29,well,ADV,O
29,",",PUNCT,O
29,;,PUNCT,O
29,for,ADP,O
29,instance,NOUN,O
29,",",PUNCT,O
29,the,DET,O
29,Atmel,PROPN,B-comp
29,AVR,PROPN,I-comp
29,microcontrollers,NOUN,I-comp
29,are,AUX,O
29,Harvard,PROPN,B-hwp
29,architecture,NOUN,I-hwp
29,processors,NOUN,I-hwp
29,.,PUNCT,O
29,Relays,NOUN,O
29,and,CCONJ,O
29,vacuum,NOUN,O
29,tubes,NOUN,O
29,(,PUNCT,O
29,thermionic,ADJ,O
29,tubes,NOUN,O
29,),PUNCT,O
29,were,AUX,O
29,commonly,ADV,O
29,used,VERB,O
29,as,ADP,O
29,switching,VERB,O
29,elements,NOUN,O
29,;,PUNCT,O
29,a,DET,O
29,useful,ADJ,O
29,computer,NOUN,B-sys
29,requires,VERB,O
29,thousands,NOUN,O
29,or,CCONJ,O
29,tens,NOUN,O
29,of,ADP,O
29,thousands,NOUN,O
29,of,ADP,O
29,switching,VERB,O
29,devices,NOUN,O
29,.,PUNCT,O
30,The,DET,O
30,overall,ADJ,O
30,speed,NOUN,B-qt
30,of,ADP,O
30,a,DET,O
30,system,NOUN,O
30,is,AUX,O
30,dependent,ADJ,O
30,on,ADP,O
30,the,DET,O
30,speed,NOUN,B-qt
30,of,ADP,O
30,the,DET,O
30,switches,NOUN,O
30,.,PUNCT,O
31,Vacuum,PROPN,B-sys
31,tube,NOUN,I-sys
31,computers,NOUN,I-sys
31,such,ADJ,O
31,as,ADP,O
31,EDVAC,PROPN,B-sys
31,tended,VERB,O
31,to,PART,O
31,average,VERB,O
31,eight,NUM,B-mea
31,hours,NOUN,B-unit
31,between,ADP,O
31,failures,NOUN,O
31,",",PUNCT,O
31,whereas,SCONJ,O
31,relay,NOUN,B-sys
31,computers,NOUN,I-sys
31,like,ADP,O
31,the,DET,O
31,(,PUNCT,O
31,slower,ADJ,O
31,",",PUNCT,O
31,but,CCONJ,O
31,earlier,ADV,O
31,),PUNCT,O
31,Harvard,PROPN,B-sys
31,Mark,PROPN,I-sys
31,I,PRON,I-sys
31,failed,VERB,O
31,very,ADV,O
31,rarely,ADV,O
31,.,PUNCT,O
32,In,ADP,O
32,the,DET,O
32,end,NOUN,O
32,",",PUNCT,O
32,tube,NOUN,B-hwp
32,-,PUNCT,I-hwp
32,based,VERB,I-hwp
32,CPUs,NOUN,I-hwp
32,became,VERB,O
32,dominant,ADJ,O
32,because,SCONJ,O
32,the,DET,O
32,significant,ADJ,O
32,speed,NOUN,B-qt
32,advantages,NOUN,O
32,afforded,VERB,O
32,generally,ADV,O
32,outweighed,VERB,O
32,the,DET,O
32,reliability,NOUN,B-qt
32,problems,NOUN,O
32,.,PUNCT,O
33,Most,ADJ,O
33,of,ADP,O
33,these,DET,O
33,early,ADJ,O
33,synchronous,ADJ,B-hwp
33,CPUs,NOUN,I-hwp
33,ran,VERB,O
33,at,ADP,O
33,low,ADJ,O
33,clock,NOUN,B-qt
33,rates,NOUN,I-qt
33,compared,VERB,O
33,to,ADP,O
33,modern,ADJ,O
33,microelectronic,ADJ,O
33,designs,NOUN,O
33,.,PUNCT,O
34,Clock,NOUN,B-qt
34,signal,NOUN,I-qt
34,frequencies,NOUN,I-qt
34,ranging,VERB,O
34,from,ADP,O
34,100,NUM,B-mea
34,kHz,PROPN,B-unit
34,to,ADP,O
34,4,NUM,B-mea
34,MHz,NOUN,B-unit
34,were,AUX,O
34,very,ADV,O
34,common,ADJ,O
34,at,ADP,O
34,this,DET,O
34,time,NOUN,O
34,",",PUNCT,O
34,limited,VERB,O
34,largely,ADV,O
34,by,ADP,O
34,the,DET,O
34,speed,NOUN,B-qt
34,of,ADP,O
34,the,DET,O
34,switching,VERB,O
34,devices,NOUN,O
34,they,PRON,O
34,were,AUX,O
34,built,VERB,O
34,with,ADP,O
34,.,PUNCT,O
35,=,PUNCT,O
35,=,PUNCT,O
35,=,PUNCT,O
35,Transistor,NOUN,O
35,CPUs,NOUN,O
35,=,PUNCT,O
35,=,PUNCT,O
35,=,PUNCT,O
35,"

",SPACE,O
35,The,DET,O
35,design,NOUN,O
35,complexity,NOUN,O
35,of,ADP,O
35,CPUs,NOUN,B-hwp
35,increased,VERB,O
35,as,ADP,O
35,various,ADJ,O
35,technologies,NOUN,O
35,facilitated,ADJ,O
35,building,NOUN,O
35,smaller,ADJ,B-qt
35,and,CCONJ,O
35,more,ADV,O
35,reliable,ADJ,O
35,electronic,ADJ,B-sys
35,devices,NOUN,I-sys
35,.,PUNCT,O
36,The,DET,O
36,first,ADJ,O
36,such,ADJ,O
36,improvement,NOUN,O
36,came,VERB,O
36,with,ADP,O
36,the,DET,O
36,advent,NOUN,O
36,of,ADP,O
36,the,DET,O
36,transistor,NOUN,O
36,.,PUNCT,O
37,Transistorized,VERB,B-hwp
37,CPUs,NOUN,I-hwp
37,during,ADP,O
37,the,DET,O
37,1950s,NOUN,O
37,and,CCONJ,O
37,1960s,NOUN,O
37,no,ADV,O
37,longer,ADV,O
37,had,AUX,O
37,to,PART,O
37,be,AUX,O
37,built,VERB,O
37,out,ADP,O
37,of,ADP,O
37,bulky,ADJ,O
37,",",PUNCT,O
37,unreliable,ADJ,O
37,and,CCONJ,O
37,fragile,ADJ,O
37,switching,VERB,O
37,elements,NOUN,O
37,like,ADP,O
37,vacuum,NOUN,O
37,tubes,NOUN,O
37,and,CCONJ,O
37,relays,NOUN,O
37,.,PUNCT,O
38,With,ADP,O
38,this,DET,O
38,improvement,NOUN,O
38,",",PUNCT,O
38,more,ADV,O
38,complex,ADJ,B-qt
38,and,CCONJ,O
38,reliable,ADJ,B-qt
38,CPUs,NOUN,B-hwp
38,were,AUX,O
38,built,VERB,O
38,onto,ADP,O
38,one,NUM,O
38,or,CCONJ,O
38,several,ADJ,O
38,printed,VERB,B-hwc
38,circuit,NOUN,I-hwc
38,boards,NOUN,I-hwc
38,containing,VERB,O
38,discrete,NOUN,O
38,(,PUNCT,O
38,individual,ADJ,O
38,),PUNCT,O
38,components,NOUN,O
38,.,PUNCT,O
39,In,ADP,O
39,1964,NUM,O
39,",",PUNCT,O
39,IBM,PROPN,O
39,introduced,VERB,O
39,its,PRON,O
39,IBM,PROPN,B-sys
39,System/360,ADJ,I-sys
39,computer,NOUN,I-sys
39,that,PRON,O
39,was,AUX,O
39,used,VERB,O
39,in,ADP,O
39,a,DET,O
39,series,NOUN,O
39,of,ADP,O
39,computers,NOUN,B-sys
